task,occupation,company_count,company
"Perform various administrative functions for assigned accounts, such as recording address changes and purging the records of deceased customers.",Bill and Account Collectors,90,CoreCare; Langdock; Salient; Forage Mail; Parsewise; Zeit AI; Skyvern; Automat; Tesorio; Toothy AI; Ember; Wattson Health; Friday; Fazeshift; Hatch; CambioML; Paradigm; Credal.ai; Giga ML; Argovox; Domu Technology Inc.; Senso; Egress Health; StarJar; Conduit; SciPhi; Stamp; Struct; Seals AI; Jestor; AutoComputer; Sola; FlyCode; Kastle; Sennu AI; Aldara; DryMerge; Pernell; Iambiq Technologies; Clara Labs; Dexterity; Sendbird; VoxOps AI; Peppr AI; BoldVoice; Pideaky; Compose.ai; Willow; Cobbery; Lighthouz AI; Feather; CopyCat; Brewit; General Agency; Velos; Aqua Voice; Prodigal; MailTime; Elyos; Tasker AI; LedgerUp; Lumina; Axiom.ai; CollectWise; Retape; Finosu; Zuni; VectorShift; Dev Tools AI; TypeLess; Autotab; Decoda Health; Magic Loops; Sei; HOAi; Shape; Tranqui Finanzas; Delfino AI; Stack AI; Heron Data; CozmoX AI; Sapling.ai; Pyq AI; AviaryAI; NanoNets; Paperplane; Respaid; Basepilot; Slicker; Luminai
"Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",Medical Secretaries and Administrative Assistants,109,CoreCare; Langdock; Extend; Forage Mail; LinkGrep; Cero; Poly; Skyvern; Automat; WorkDone; Ply Health; Lovage; Moonglow; Pumpkin; Ember; Wattson Health; Friday; Motion; Amby Health; CambioML; Hatch; Paradigm; MindFi; Credal.ai; Slite; GoLinks; StarJar; Sample; Kairo Health; Vaero; Paratus Health; SciPhi; Stamp; Struct; Spinach AI; Newton; AutoComputer; Sola; Solum Health; Arini; Workflow86; mdhub; Twine; Dropbox; Fluently; Callback; Repacket; Pernell; Iambiq Technologies; Cenote; Clara Labs; Dexterity; Latent Space; K-Scale Labs; Compose.ai; Willow; Superagent; Asha Health; Shift Health; CopyCat; Mintplex Labs; Taskade; General Agency; Sidenote; Velos; Aqua Voice; Adravision; MailTime; Elyos; Tasker AI; Lumina; Axiom.ai; Zuni; VectorShift; Cue; Latent; Dev Tools AI; TypeLess; Warpdrive by Synthetic Minds; BrainHi; Autotab; Query Vary; Opkit; Substrate; jo; Omni; Dodo; Decoda Health; Opencall.ai; Magic Loops; Clarion; Delfino AI; Lamar Health; Parallel; Akiflow; Stack AI; CozmoX AI; Tennr; Sapling.ai; Harbera; PearAI; Den; Hey Revia; Codes Health; Basepilot; Sully.ai; Humand; ElectroNeek; Luminai
Piece sounds together to develop film soundtracks.,Film and Video Editors,45,Diffusion Studio; PlayHT; Playground; Chute; Poly; Moonvalley; Soundry AI; Linum; supercontrast; Sonauto; Lifecast; Uberduck; D-ID; DigitalCarbon; Moonglow; PearAI; Eggnog; sync.; Magic Hour; LazyEditor; Lizza; edgetrace; T3 Chat (prev. Ping.gg); Clara Labs; AIVideo.com; Mosaic; Remade; Meta; Voicery; Dev Tools AI; Overlap; Wondercraft; awen; Codec; Pulpix; Windsor; Kino AI; Lemon Slice; Focal; Affogato AI; Vimmerse; Sieve; Dubjoy; Aesthetic; Decohere
Plan alteration or modification of existing transportation structures to improve safety or function.,Transportation Engineers,51,Waypoint Transit; Cruise; Mach9; InspectMind AI; Silurian; Draftaid; UpCodes; Dream3D; Nextera Robotics; Airmada; Dropbox; Leeroo; Precip; Moonglow; Bild AI; Bilanc; Rescale; Narrative; Spark; Elessar; Tasker AI; Hatch; Glimmer; Clara Labs; Matterport; Atmo; Offstream; Tenderd; DigiBuild; Auro Robotics; TANGObuilder; May Mobility; Zeitview; SchemeFlow; et al.; Passenger AI; Patchwork; KorrAI; Faction; Cogram; Merlin AI; Paperspace; Provision; Smarking; Macadamia; Lamin; WeReno; Roundabout Technologies; Ontra Mobility; Pirros; Gecko Robotics
"Plan and design transportation or hydraulic systems or structures, using computer-assisted design or drawing tools.",Civil Engineers,52,Waypoint Transit; Mach9; InspectMind AI; Silurian; Draftaid; UpCodes; Dream3D; Nextera Robotics; Airmada; Dropbox; Leeroo; Precip; Moonglow; Bild AI; Bilanc; Rescale; Narrative; BotBuilt; Spark; Elessar; Tasker AI; Hatch; Glimmer; Clara Labs; Matterport; Atmo; Offstream; Tenderd; DigiBuild; Auro Robotics; TANGObuilder; May Mobility; Zeitview; SchemeFlow; et al.; Patchwork; KorrAI; Faction; Cogram; Merlin AI; Paperspace; Provision; Traverse Technologies; Astro; Macadamia; Lamin; WeReno; PowerX; Roundabout Technologies; Ontra Mobility; Pirros; Gecko Robotics
Plan and establish sequence of operations to fabricate and assemble parts or products and to promote efficient utilization.,Industrial Engineers,59,"Pyka; Pivot Robotics; AiSupervision; Yondu; LineWise; Turing Labs Inc.; Optifye.ai; General Trajectory; Ultra; Tailor-ED; Nextera Robotics; Relativity Space; IoTFlows Inc; Birch Biosciences; Praxis AI; SmartHelio; Bilanc; Bucket Robotics; Elyos; Narrative; Motion; Rescale; Elessar; Axross Pte Ltd; Corvus Robotics; Overview; Anthrogen; AutoPallet Robotics; RMFG; Tiny; TRACTIAN; Atomic Industries; numericcal, inc.; Raven; Tenderd; Charge Robotics; Yummy Future; AlphaWatch AI; Poka Labs; Sculpt; Powerhouse AI; Taktile; Inevitable Tech; et al.; Hedgehog; Industrial Next; Azalea Robotics Corporation; Patchwork; Cerrion; Presto; Open Motors; Almond; Carbic; Happenstance; Pathmind; PowerX; Revise Robotics; Palifer; Maive"
"Plan and schedule plant activities, such as wood, waste, or refuse fuel deliveries, ash removal, and regular maintenance.",Biomass Power Plant Managers,51,Outerport; PandasAI; GreenTally; Findly; AiSupervision; Shape; Parsewise; Orbiter; LineWise; Askdata; Ultra; HUD; IoTFlows Inc; Praxis AI; Precip; Vizy; Vespper; Elyos; Layerup; Axross Pte Ltd; The Forecasting Company; Lynx; Glimmer; Paradigm; Iambiq Technologies; Tiny; TRACTIAN; inBalance; Offstream; Raven; K-Scale Labs; Tenderd; AlphaWatch AI; Peppr AI; Taktile; kater.ai; Basedash; Zeitview; Doctor Droid; Dime; Tergle; Unravel Carbon; Asteroid; Dot; Carbic; Wild Moose; FirstIgnite; PowerX; Inkling; Palifer; Gecko Robotics
"Plan and schedule programming and event coverage, based on broadcast length, time availability, and other factors, such as community needs, ratings data, and viewer demographics.",Media Programming Directors,49,Mosaix.ai; LinkGrep; Playground; Xobni; Poly; Taskade; Sidenote; MarketBrief; Lifecast; Marblism; Remy; Stellar; Akiflow; Speechly; Dropbox; MailTime; Vizy; Moonglow; PearAI; Den; Thorntale; Elyos; Friday; Pernell; Tasker AI; Niles; T3 Chat (prev. Ping.gg); CambioML; Clara Labs; Dexterity; Remade; Martin; Dart; Aftercare; Cue; Andi; Overlap; et al.; Basepilot; Focus Buddy; Autotab; Codec; Pulpix; Tavus; Omni; Happenstance; Dubjoy; CreatorML; Stamp
Plan layouts of structural architectural projects.,"Architects, Except Landscape and Naval",48,Playground; Moonvalley; Rastro; supercontrast; InspectMind AI; Powerdocs; DigitalCarbon; HUD; Draftaid; UpCodes; Dream3D; Dropbox; Govly; Vizy; Bild AI; Bilanc; Thorntale; Rescale; Plume; BotBuilt; Glimmer; Adam; Offstream; ideate.xyz; Tenderd; Dart; TANGObuilder; Meta; Tetra; SchemeFlow; Warpdrive by Synthetic Minds; Material Depot; Rubbrband; awen; KorrAI; Cogram; Merlin AI; Compose.ai; Handoff; Provision; Aesthetic; WeReno; Iliad; Decohere; Stamp; Matterport; Pirros; ArchiLabs
Plan mobile robot paths and teach path plans to robots.,Robotics Engineers,130,"Archbee; Diode Computers, Inc.; Pivot Robotics; Weave Robotics; Lifecast; Sensei; Leeroo; Moonglow; Tuesday Lab; Layerup; Betterhalf; Elessar; Hatch; Andromeda Surgical; CambioML; Iris Automation; Bytebot; Ardis AI; Charge Robotics; CrowdAI; May Mobility; Dime; Klavis AI; Radical; Hiration; AlgoSurg Inc; SciPhi; Stamp; Revise Robotics; Epsilla; Cruise; Teleo; Ultra; Nextera Robotics; Fluently; Metalware; Praxis AI; Forerunner AI; Bucket Robotics; Segments.ai; BotBuilt; Rescale; Zeta Surgical; Clara Labs; Overview; camfer; Orangewood Labs; numericcal, inc.; Flux Auto; K-Scale Labs; Yummy Future; Andi; Coval; RunLocal; et al.; Passenger AI; Hedgehog; Asteroid; Superagent; Macadamia; Khoj; Neptyne; Four Growers; Embark Trucks; Polymath Robotics; Pyka; Askdata; Tensil; General Trajectory; Mars Auto; Tailor-ED; Pave Robotics; Robby Technologies; Relativity Space; IoTFlows Inc; Phind; Vizy; Artifact; Miru; Maya Labs; phospho; HEO Robotics; Tasker AI; edgetrace; Jazzberry; Adam; Reduced Energy Microsystems; Dev Tools AI; Azalea Robotics Corporation; SnapMagic; Zumo Labs; RoboTire; Raycaster; Omni; Auro Robotics; Gecko Robotics; Ploomber; Rain Neuromorphics; Dalus; Yondu; LineWise; Cerulion; Innate; Airmada; Yhat; Exosonic, Inc.; Array Labs; Bilanc; Ember Robotics; Lynx; SBX Robotics; AutoPallet Robotics; RMFG; TRACTIAN; Lune; Zendar; Raven; Silogy; Industrial Next; Patchwork; Faction; Open Motors; Almond; Starsky Robotics; Flirtey (SkyDrop); Carousel Technologies; Cuckoo Labs; Paperspace; Lamin; UNISON"
Plan or coordinate hydroelectric production operations to meet customer requirements.,Hydroelectric Production Managers,51,Outerport; PandasAI; GreenTally; Findly; AiSupervision; Shape; Parsewise; Orbiter; LineWise; Askdata; Silurian; HUD; IoTFlows Inc; Praxis AI; Precip; Vizy; Vespper; Elyos; Layerup; Iambiq Technologies; The Forecasting Company; Lynx; Glimmer; Paradigm; Tiny; TRACTIAN; inBalance; Atmo; camelAI; Raven; Tenderd; K-Scale Labs; Zeitview; AlphaWatch AI; Peppr AI; Taktile; kater.ai; Basedash; Doctor Droid; Dime; Tergle; Unravel Carbon; Asteroid; Dot; Carbic; Wild Moose; FirstIgnite; PowerX; Inkling; Palifer; Gecko Robotics
"Plan or design structures such as residences, office buildings, theatres, factories, or other structural properties in accordance with environmental, safety, or other regulations.","Architects, Except Landscape and Naval",48,Playground; Moonvalley; Rastro; supercontrast; InspectMind AI; Powerdocs; DigitalCarbon; HUD; Draftaid; UpCodes; Dream3D; Dropbox; Govly; Vizy; Bild AI; Bilanc; Thorntale; Rescale; Plume; BotBuilt; Glimmer; Adam; Offstream; ideate.xyz; Tenderd; Dart; TANGObuilder; Meta; Tetra; SchemeFlow; Warpdrive by Synthetic Minds; Material Depot; Rubbrband; awen; KorrAI; Cogram; Merlin AI; Compose.ai; Handoff; Provision; Aesthetic; WeReno; Iliad; Decohere; Stamp; Matterport; Pirros; ArchiLabs
Plan or schedule engineering research or development projects involving microelectromechanical systems (MEMS) technology.,Microsystems Engineers,76,"Rain Neuromorphics; DeepSim, Inc.; Archbee; Dalus; Diode Computers, Inc.; Pyka; LineWise; Askdata; Tensil; Tailor-ED; Flirtey (SkyDrop); Deepnight; Airmada; Fluently; Metalware; Yhat; Leeroo; Phind; Vizy; Artifact; Forerunner AI; Bilanc; Maya Labs; Starcloud; Rescale; Layerup; Betterhalf; Elessar; Tasker AI; CambioML; Hatch; camfer; Clara Labs; Lune; Iris Automation; Adam; Zendar; Silogy; Ardis AI; Reduced Energy Microsystems; Andi; Conductor Quantum; Hestus, Inc.; et al.; Dime; Partcl; Klavis AI; Azalea Robotics Corporation; Patchwork; Radical; Thrive Agritech; SnapMagic; UNISON; Asteroid; Raycaster; Simplifine; Faction; Starsky Robotics; Hiration; Carousel Technologies; Cuckoo Labs; Omni; Open Motors; Superagent; AlgoSurg Inc; Macadamia; Khoj; Lamin; Paperspace; SciPhi; Stamp; Navier AI; Revise Robotics; Sophris; Epsilla; Gecko Robotics"
"Plan production commitments or timetables for business units, specific programs, or jobs, using sales forecasts.","Production, Planning, and Expediting Clerks",111,"Langdock; Extend; LinkGrep; Orbiter; Parsewise; Poly; Skyvern; Automat; Stellar; Aden; Motion; Hatch; CambioML; Paradigm; Tiny; Credal.ai; Atomic Industries; Handl; Tenderd; Alpas; Poka Labs; Nowports; WareIQ; Mandel AI; Blink; Recurrency; Seals AI; Jestor; trebu; Sola; Reducto; Vooma; Workflow86; Dropbox; Fluently; Praxis AI; autone; Repacket; SalesPatriot; Narrative; Anasen; Clara Labs; numericcal, inc.; Shelf Engine; Flux Auto; Fathom; Peppr AI; Powerhouse AI; Tile; SprintAI; Willow; Superagent; Drillbit; Karmen; Kobo360; AiSupervision; Taskade; BeGo; Velos; Mars Auto; Robby Technologies; IoTFlows Inc; Cartage; Vizy; Bild AI; Tasker AI; TrackChain; Corvus Robotics; Estimote, Inc.; Lumina; Retape; Agentin AI; DigiBuild; Taktile; Tetra; Dev Tools AI; Autotab; Spherecast; Magic Loops; Palifer; Intelligent; SkydropX; Panora; Yondu; FleetWorks; LineWise; HappyRobot; Guac; Stack AI; Heron Data; The Forecasting Company; AutoPallet Robotics; RMFG; TRACTIAN; Linc.; Oway; Fountain9; Raven; Sculpt; GrubMarket; Industrial Next; Faction; Patika; Merlin AI; Flirtey (SkyDrop); Carousel Technologies; Shipamax; Humand; ElectroNeek; Inkling; Luminai"
"Plan routes, itineraries, and accommodation details, and compute fares and fees, using schedules, rate books, and computers.",Reservation and Transportation Ticket Agents and Travel Clerks,41,Mosaix.ai; PlayHT; CopyCat; Abbot; Riviera; Sivi; Fluently; Lovage; MailTime; Wattson Health; Pinch; Repacket; Protegee; Elyos; Friday; Pernell; Tasker AI; Bicycle AI; Axiom.ai; Symphony; Typewise; Percept.AI; Giga ML; Martin; Zuni; Latent Space; May Mobility; TypeLess; Open; Basepilot; Passenger AI; Struct; Conduit; Dataland; Cobbery; Marr Labs; Parabolic; Stamp; Opencall.ai; Auro Robotics; Next Caller
"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.",Management Analysts,138,"Langdock; Mito; Bayes Impact; Le Tote; Orbiter; Parsewise; Zeit AI; Quivr; Turing College; Automat; Mentum; Stellar; Leeroo; Melder; Aden; Dialect; Trueplace; Riveter AI; Layerup; Motion; Hatch; CambioML; Tiny; Credal.ai; Toma; Worklytics; Ardis AI; Slite; Nowports; kater.ai; GoLinks; Buster; Dot; Operand; Prophecy Sciences; Secoda; SciPhi; Stamp; Spinach AI; Dataherald; Jestor; Recurrency; Epsilla; AutoComputer; Sola; Kisan Network; Ridecell; Kenley; Workflow86; Dropbox; Fluently; Vybe; autone; Anasen; Iambiq Technologies; Thematic; Dexterity; numericcal, inc.; Fathom; Aftercare; Peppr AI; Powerhouse AI; Airweave; Asteroid; Willow; Aidy; Superagent; Neptyne; FirstIgnite; Onyx; Embark Trucks; Dataleap; PandasAI; AiSupervision; eqtble; Interviewed; Brewit; Taskade; General Agency; Sidenote; BeGo; Askdata; Astrix Health; Robby Technologies; MailTime; Vizy; Monterey AI; Elyos; Niles; Tasker AI; Roe AI; Estimote, Inc.; MindsDB; Lumina; Retape; camelAI; Agentin AI; Zuni; Dart; VectorShift; Taktile; Tetra; IvyCheck; Azalea Robotics Corporation; Vizly; Omni; Redbird; Magic Loops; Intelligent; Findly; Shape; inFeedo AI; Vendora; HUD; Akiflow; Stack AI; Watto AI; Gumloop; PearAI; Den; Onward; MinusX; Fountain9; Valora; AlphaWatch AI; Basedash; Datrics; IOMETE; Turntable; Manaflow; Julius; Defog.ai; Carousel Technologies; Pathmind; Humand; Rollstack; Menza; Inkling"
Plan test schedules or strategies in accordance with project scope or delivery dates.,Software Quality Assurance Analysts and Testers,292,"TRM Labs; CodeStory; Extend; dmodel; Bayes Impact; Pivot Robotics; LinkGrep; SensorSurf; General Analysis; Veriff; nunu.ai; Helicone; Coulomb AI; Cekura (formerly Vocera); Campfire (applied AI company); mrge; Raindrop; Moonglow; Pumpkin; Doublezero; Parahelp; Layerup; Elessar; MagiCode; CambioML; Patched; Sage AI; T3 Chat (prev. Ping.gg); Operative.sh; Hatch; Akido Labs; Axal; Credal.ai; BotCity; Swayable; MobileBoost; Giga ML; HumanLayer; Tenderd; Meta; May Mobility; Blast; Firebender; GoLinks; Middleware; Parea; Klavis AI; Neosync; Superpowered AI; Humanloop; Focus Buddy; Standard AI; Cambridge Cancer Genomics; Pythagora (GPT Pilot); Fractal Labs; WareIQ; FiddleCube; Meter Feeder; Galini; Directed Edge; RedBrick AI; SciPhi; ZeroPath; Vocode; Struct; Perlara; Pocket Worlds; Epsilla; Next Caller; Langfuse; nCompass Technologies; EasyCode; Cruise; CTGT; Eloquent AI; Redouble AI; Laminar; Clearly AI; Reprompt; Ovlo; EdgeBit; Authologic; PostHog; Netomi; Cinder; Ridecell; Cua; Tasker AI; CodeViz; Foundry; Dream3D; Speechly; Truora; Fluently; Scanbase; Snaptalent; Clearest Health; Traces; Tara AI; Bankjoy; Chatter; BotBuilt; Calltree AI; Iambiq Technologies; Clara Labs; Overview; Freestyle; Dexterity; Sendbird; Latent Space; Opearlo; Sift Dev; Plasticity; Engines; Plivo; RADAR; Datacurve; Command AI; Coval; RunLocal; Passenger AI; Hedgehog; Downlink; Maitai; Standard Cyborg; Asteroid; SRE.ai; Scale AI; Palmier; Atla; kapa.ai; MedCrypt; Athina AI; Neptyne; Verihubs; Embark Trucks; Lucidic AI; Ramen VR; Polymath Robotics; Revyl; CommodityAI; Vogent; Shift Health; fixa; CodeAnt AI; Continue; Mosaix.ai; Abundant; Lyrebird; Mintplex Labs; Storia AI; Watchsend; Momentic; Roark; Gecko Security; Aqua Voice; Baserun; Mindori; Mars Auto; Tailor-ED; Relvy AI; Power to the Brand; Robby Technologies; Caddie AI; Phind; Miru; ShopMyGPT.com; Codeball; Maya Labs; Stably AI; Agentic Labs; Hamming AI; Melty; RowBoat Labs; edgetrace; Fume; Tegon; HEO Robotics; Axiom.ai; Sweep; Hyperbrowser; Jazzberry; Vathys; Berbix; Percept.AI; DailyBot; Raven Tech; Invofox; Dev Tools AI; Speck; TypeLess; Dojah Inc; Quetzal; Warpdrive by Synthetic Minds; Axle; Weave; RunRL; Autotab; rct AI; Pulpix; Jido Maps; Cerebrium; Tavus; Artemis Search; Paradome; Preflight; Ficra; Nuanced; Roundabout Technologies; Auro Robotics; Lilac Labs; Ploomber; Estimote, Inc.; SAMMY Labs; Ellipsis; Shaped; Swades AI; PlayHT; Waydev; Playground; Reality Defender; Markprompt; Strong Compute; Escape; Vellum; Promptless; mutable.ai; Cerulion; Second; Keywords AI; AvairSense; Innate; Anakin; Airmada; OfOne; Unify; SafetyKit; Gumloop; Promoted.ai; Sapling.ai; PearAI; Traceloop; Simple AI; Den; Protegee; Bilanc; Maihem; Ember Robotics; Leaping; Greptile; The Forecasting Company; Pierre; Cosine; SBX Robotics; Keet; RMFG; FileStack; Gridware; Lune; Rocketable; Lytix; Atlas; Algolia; Whirlscape; BricksAI; Augento; Keeling Labs; Relari; Nextmv; GrubMarket; Basepilot; Asterisk; Codec; Faction; Presto; Tusk; Hello Chair; Retell AI; Starsky Robotics; Decipher AI; Paperspace; Smarking; Confident AI; Lamin; Boundary; Browser Use; Ragas; Trébol; FlowiseAI; ElectroNeek; Luminai; Hegel AI"
"Plan the contents of publications according to the publication's style, editorial policy, and publishing requirements.",Editors,99,Gauge; Forage Mail; Diffusion Studio; LinkGrep; Jasper.ai; Parsewise; Poly; Quivr; Remy; Stellar; Makeasite; Moonglow; Pumpkin; sync.; Friday; Hatch; CambioML; Paradigm; Mosaic; AIVideo.com; Ardis AI; Meta; Wondercraft; Focus Buddy; Dubjoy; Vaero; SciPhi; Stamp; TamLabs; Chute; Xobni; MarketBrief; Speechly; Dropbox; Wordware; Repacket; Iambiq Technologies; Clara Labs; Glimmer; Dexterity; Opearlo; Andi; BoldVoice; et al.; Zapi; Snapjoy; Compose.ai; Willow; Happenstance; Superagent; Khoj; Type; Mosaix.ai; Mintplex Labs; Taskade; Askdata; Capitol AI; Aqua Voice; MailTime; Phind; Vizy; Aedilic; Niles; Tasker AI; Melty; edgetrace; Martin; Zuni; Dart; VectorShift; Cue; Dev Tools AI; Overlap; Typedream; Quetzal; Omni; Artificial Societies; Playground; Shape; HUD; Akiflow; Lumona; PearAI; Artemis Search; Den; Heroic Story; LazyEditor; SPATE; Whirlscape; Chonkie; Basepilot; AthenaHQ; Codec; expand.ai; Parsagon; Aesthetic; Browser Use; PocketPod; Decohere
"Plan, administer, and control budgets for contracts, equipment, and supplies.",Administrative Services Managers,83,"CoreCare; Tandem; Docsum; Zeit AI; Riviera; Stellar; Lovage; Aden; Wattson Health; Trueplace; Friday; Motion; CambioML; Handl; Slite; Nowadays; Egress Health; Caseflood.ai; Alaan; Stamp; Spinach AI; Jestor; AutoComputer; Ridecell; Scout; Sennu AI; Dropbox; Fluently; Aldara; autone; Callback; SalesPatriot; Cenote; Slidely AI; Clara Labs; Odo; Deel; Latent Space; FirstWork; Passenger AI; Veryfi, Inc.; Cobbery; YouShift; Klarity; Shift Health; Qventus; DianaHR; Taskade; Sidenote; Velos; Marblism; Elyos; Tasker AI; TrackChain; Lumina; camelAI; Martin; Zuni; Dart; Tetra; Opkit; Decoda Health; HOAi; Intelligent; SPRX; Inlet; OffDeal; Parallel; Akiflow; Stack AI; Hazel; Den; Pyq AI; NanoNets; Rocketable; askLio; Basepilot; GovDash; Faction; Merlin AI; Carousel Technologies; Harper; Humand"
"Plan, administer, and control budgets, maintain financial records, and produce financial reports.","Education Administrators, Postsecondary",51,"AutoComputer; Mesh; Dalus; PandasAI; Findly; Shape; Orbiter; Brewit; Zeit AI; Sidenote; Askdata; Velos; Ora AI; Akiflow; Tesorio; Stack AI; Dropbox; Patterns; Flint; Finlens; Callback; Alieo Games; Friday; Motion; Fazeshift; Anasen; CambioML; Clara Labs; Finnt; Handl; Concourse; Brex; camelAI; Martin; Valora; Basedash; Datrics; Basepilot; Autotab; TigerEye; Veryfi, Inc.; Open Motors; Alaan; Carousel Technologies; Redbird; Blue Onion; FirstIgnite; Rollstack; Stamp; Auro Robotics; Intelligent"
